Username;Location;Nb_comments;Nb_likes;Note;Date_publication;Title;Date_experience
paradise571823;toronto, canada;21;7;50;october 7 2018;great way to see the grand canyon;october 2018
stormtwig;kent,england;336;205;50;october 7 2018;awe inspiring;september 2018
535michaelp;sewanee, tennessee;5;0;50;october 7 2018;ultimate grand canyon day trip from flagstaff or sedona;october 2018
theresemac;sydney, australie;147;80;50;october 7 2018;awesome;september 2018
825paulb825;reading, massachusetts;715;228;50;october 6 2018;wow;september 2018
ramar428;chennai, inde;54;29;50;october 6 2018;nature s marvel;september 2018
marion c;rio verde, arizona;54;24;50;october 6 2018;nothing like being there;april 2018
cooperj11;murfreesboro, tennessee;16;5;40;october 6 2018;amazing;october 2018
irenepy2026vk;chypre;5;4;50;october 6 2018;ohh the earth s natural wonder;october 2018
diane100954;greensburg, pennsylvanie;54;20;50;october 5 2018;gorgeous views;september 2018
gene15217;pittsburgh, pennsylvanie;108;69;50;october 5 2018;one of the grand wonders of the world;october 2018
mrsdiznee;jacksonville;15;20;50;october 5 2018;driving tour versus shuttle buses;september 2018
phungbean;los angeles, californie;6;6;50;october 4 2018;amazing views;october 2018
simiseeu;las vegas, nevada;295;155;50;october 4 2018;perhaps the world s most beautiful place;october 2018
josephinef999;carthagene, espagne;118;48;50;october 4 2018;breath taking scenery;october 2018
wendystevi;phoenix, arizona;238;85;50;october 4 2018;what a view;september 2018
adriano389;dublin, californie;98;10;50;october 3 2018;grand;october 2018
freedom814941;phoenix, arizona;2;1;40;october 3 2018;bicycling on the roads or the gc south rim;september 2018
310bond;milwaukee, wisconsin;10;11;50;october 3 2018;first time bucket list;september 2018
dianaandersen;wyoming;85;21;40;october 3 2018;definitely plan your stay if its your first time;october 2018
osmanpartyof4;ohio;46;10;50;october 3 2018;unbelievable view;july 2018
kathy m;hereford, arizona;149;50;50;october 3 2018;bucket list item;september 2018
candiceswa1988;friendswood, texas;5;1;50;october 3 2018;buckey o neil suite was amazing;september 2018
danw5zt;oklahoma city, oklahoma;85;58;40;october 3 2018;still the grand canyon but the park has been disney d;september 2018
frank n;las vegas, nevada;107;32;50;october 2 2018;iconic, awesome, crowded;may 2018
romoad;poughkeepsie, etat de new york;31;20;50;october 2 2018;breath taking views;september 2018
susan w;wilson;26;16;50;october 2 2018;amazing south rim;october 2018
evelynsydney;sydney, australie;112;172;50;october 2 2018;worthy of more than just a brief visit;september 2018
liziwony;seoul, coree du sud;57;10;40;october 2 2018;a great vacation;october 2018
welder82;citrus springs, floride;230;82;50;october 2 2018;a must see;september 2018
shawns007;new york, etat de new york;81;33;50;october 2 2018;unbelievable scenery amazing views;october 2018
halina g;stockport, royaume uni;107;91;50;october 1 2018;fantastic;august 2018
leahs984;klein, texas;32;14;50;october 1 2018;if you don t want to hike, this is the way to see the canyon;september 2018
davetheguide;tel aviv, israel;201;102;50;october 1 2018;enter the park through the east entrance at desert view drive;september 2018
traveleatrepeatbyz;los cristianos, espagne;85;47;50;october 1 2018;worth it;september 2018
emilyf757;londres, royaume uni;32;52;50;september 30 2018;beautiful scenery and great tour guide;september 2018
highpockets21;shediac, canada;90;24;50;september 30 2018;south rim views amazing;september 2018
ziazak;leeds, royaume uni;75;18;50;september 30 2018;mind blowing natural wonder;september 2018
abbas_india;gurgaon, inde;23;4;50;september 29 2018;no description can do justice;august 2018
ronald3d;shanghai, chine;308;188;50;september 29 2018;amazing changing views;september 2018
cathy r;castleton, vermont;15;5;50;september 29 2018;sunrise at ooh ahh point;september 2018
kathryn m;orlando, floride;97;38;50;september 28 2018;24 hours is good;september 2018
erictabet;paris, france;256;118;40;september 27 2018;desert view   yavapai point;august 2018
john w;ballarat, australie;67;40;50;september 27 2018;hidden gems..along desert view dr;september 2018
geesfarm;toledo, etat de washington;67;31;50;september 27 2018;grand canyon, a must see;september 2018
faaradar;louisville, kentucky;390;146;50;september 26 2018;great trip;september 2018
robert_in_toronto;toronto, canada;20;6;50;september 26 2018;overwhelmingly beautiful;september 2018
tvler8;st. albert, canada;569;106;50;september 26 2018;using the highway 64 access to the south rim is very worthwhile;september 2018
retiredworker60;keystone heights, floride;111;24;50;september 25 2018;beautiful;september 2018
duncantch;home;297;172;50;september 25 2018;just like it looks in pictures   television...stunning;september 2018
811cazzied;londres, royaume uni;201;95;40;september 25 2018;an amazing opportunity to see more of the grand canyon;september 2018
day_3366;melbourne, australie;51;17;50;september 25 2018;highlight of our trip;september 2018
8fortheroad;moncton;27;56;30;september 25 2018;very disappointing;september 2018
marcindrp;varsovie, pologne;681;230;50;september 24 2018;the more popular side of the canyon;august 2018
jazzgumbo;londres, royaume uni;641;323;50;september 24 2018;stunning;september 2018
peterhd5241io;royston, royaume uni;129;50;50;september 23 2018;an awe inspiring place as always.;september 2018
karenduhgod;san jose, californie;4;1;50;september 22 2018;nature at its finest;september 2018
isilwath;bellefonte, pennsylvanie;440;180;50;september 22 2018;gorgeous views;september 2018
linda r;dickson, tennessee;2;2;50;september 21 2018;worth the extra miles;september 2018
dmann56;six mile, caroline du sud;53;9;50;september 21 2018;it s the grand canyon;september 2018
susan m;saint louis, missouri;19;4;50;september 20 2018;the grand canyon is really grand;september 2018
364iand;newcastle upon tyne, england, united kingdom;212;140;50;september 20 2018;unbelievable, words and pictures don t do this place justice;september 2018
leekim1957;chino hills, californie;159;94;50;september 20 2018;the 8th wonder of the world;september 2018
visamastermichigan;michigan;466;146;50;september 20 2018;amazing;september 2018
sara c;philadelphia, pennsylvania, united states;40;29;50;september 19 2018;awesome look at the world;september 2018
mrsmamfa91;irlande du nord, royaume uni;22;44;50;september 19 2018;stunning;september 2018
mattrw3364qf;saint paul, minnesota;65;42;50;september 19 2018;with rim day;july 2018
john m;chesapeake city, maryland;51;8;50;september 18 2018;must see experience;august 2018
torfehk;vancouver, canada;26;7;50;september 18 2018;stunning vistas;september 2018
nancym290;weymouth;202;75;50;september 18 2018;views are incredible;august 2018
160michaelt;glasgow, royaume uni;16;30;50;september 18 2018;vegas;august 2018
dangs4971ah;boerne, texas;20;4;50;september 18 2018;it s... grand;september 2018
jakers64;fort worth, texas;42;32;50;september 17 2018;hikig;september 2018
408diana45;orlando, floride;27;4;40;september 17 2018;breathtaking, beautiful, scary.;september 2018
howardrenker1;glastonbury, connecticut;33;12;50;september 17 2018;bucket list. did not disappoint.;september 2018
911saraa;bonney lake, etat de washington;64;31;40;september 17 2018;breathtaking views;march 2018
7333lakesidepark;remer, minnesota;98;42;50;september 16 2018;beautiful place to visit;september 2018
lawtonjl2002;norwich, ny;298;78;50;september 16 2018;spectacular views;july 2018
johna744;manchester, royaume uni;227;93;50;september 15 2018;breathing;september 2018
inky58;centereach, etat de new york;17;1;50;september 13 2018;a bucket list must;august 2018
chicagocubsfan34;chicago, united states;14;3;50;september 13 2018;amazing place;august 2018
cheri12;ferndale, michigan;62;47;50;september 12 2018;spectacular views;september 2018
tisharra d;vancouver, canada;21;20;40;september 12 2018;awe inspiring views.;september 2018
anabelrobles;juana diaz, porto rico;3;9;50;september 11 2018;south rim experience, great;september 2018
chris v;sweet valley, pennsylvanie;144;23;50;september 11 2018;breathtaking, unbelievable;august 2018
channah172;reading, royaume uni;163;52;50;september 11 2018;wow;april 2018
sveta a;surrey, canada;25;25;40;september 11 2018;great;september 2018
robert j;brisbane, australie;140;76;40;september 11 2018;a spectacular bucket list destination;september 2018
wanderlust23434;suffolk, virginie;22;13;50;september 10 2018;definitely a place of wonder;august 2018
edyta o;boston, massachusetts;118;65;40;september 10 2018;stunning beauty of nature but a very crowded place;september 2018
tennants1209;tiverton, royaume uni;173;73;50;september 10 2018;breathtaking;september 2018
miles t;edimbourg, royaume uni;95;69;40;september 10 2018;a wonderful experience.;september 2018
michelle f;gainesville, georgie;38;12;50;september 9 2018;wow;july 2018
usnwalker;aurora, colorado;183;129;50;september 9 2018;second visit;september 2018
david r;adelaide, australie;667;257;50;september 8 2018;amazing;august 2018
mark_and_neida;lancaster, pa;202;230;50;september 7 2018;precious little parking, but the shuttles are excellent.;august 2018
marydfromchicago;chicago, illinois;59;20;50;september 7 2018;mother nature at her best;september 2018
angela f;macclesfield, royaume uni;161;84;50;september 7 2018;absolutely breathtaking;august 2018
vona a;louisville, kentucky;19;12;50;september 7 2018;breathtaking;september 2018
mario p;californie;30;30;50;september 7 2018;no words for the so called just a hold on earth.;august 2018
153dougc;branson, missouri;261;91;50;september 7 2018;wow what a breathtaking experience wonderful experience to be in this park;september 2018
jimandsina;florence, arizona;399;115;50;september 6 2018;awesome covers it.;august 2018
txde;bonen, allemagne;164;76;50;september 6 2018;simply amazing;august 2018
dave j;aberdeenshire, royaume uni;143;42;50;september 6 2018;stunning;august 2018
jenni c;parc national du grand canyon, arizona;1;0;50;september 5 2018;worked at the general store for a year;july 2018
cordeliagray;portland, oregon;106;38;50;september 4 2018;incredible views;august 2018
menmal;new york, etat de new york;55;30;50;september 3 2018;spectacular view;august 2018
kirsty m;stirling, royaume uni;304;96;50;september 3 2018;incredible, vast, stunning;september 2018
we4palls;los osos, californie;79;21;50;september 3 2018;the view is awesome but look around at the architecture;august 2018
dpmallic;londres, royaume uni;389;632;20;september 3 2018;13hrs journey time for 2.15hrs viewing;july 2018
vincent e;new jersey;14;4;50;september 2 2018;breathtaking;august 2018
rettstrunk;ridge, etat de new york;26;13;50;september 2 2018;a must see;august 2018
veteran101st;oro valley, arizona;190;76;50;september 2 2018;vista wonderful;august 2018
branlil;new hampshire;106;71;50;september 1 2018;breathtaking;august 2018
morgan w;noblesville, indiana;454;192;50;september 1 2018;return trip;august 2018
bhink0506;medford, new jersey;358;241;50;august 31 2018;amazing what s a trip to az without it;august 2018
771navink;patan (lalitpur), nepal;211;213;50;august 31 2018;highlight of our 3 weeks in u.s;august 2018
vacationmode;san diego, californie;105;53;50;august 30 2018;spectacular site to see;august 2018
robert b;eatonton, united states;70;17;50;august 30 2018;awesomely beautiful canyon;august 2018
usa traveler56;ann arbor, michigan;56;19;50;august 30 2018;take the time to enjoy it;july 2018
elaineh00per;tucson, arizona;91;61;50;august 29 2018;incredible canyon;july 2018
barnaby99;manchester, royaume uni;58;49;50;august 29 2018;grand;april 2018
rosa s;dearborn, michigan, united states;13;3;50;august 28 2018;amazing. views sunrise to sunset;june 2018
travelwithlixa;victoria, canada;25;9;50;august 28 2018;worth the drive from vegas;august 2018
wpagirl65;orlando, floride;21;2;50;august 28 2018;worth the ride from vegas;july 2018
anniedees;buffalo, etat de new york;44;8;50;august 27 2018;such beauty;august 2018
dave b;birmingham, alabama;19;2;50;august 27 2018;thrird visit;march 2018
christina0708;acworth, georgie;46;50;50;august 27 2018;even better in person;august 2018
brayncandy;chicago, illinois;26;13;50;august 27 2018;stunning view;may 2018
miata_is_fast;medway, massachusetts, united states;13;2;50;august 27 2018;amazing views great park;july 2018
283deanw;truro, canada;125;49;50;august 27 2018;easily lives up to title as one of the great wonders of the natural world;august 2018
rbwildcat;phillipsburg, kansas;211;101;50;august 27 2018;stunning views;july 2018
marcld7356uq;rockland, canada;27;16;50;august 27 2018;grand canyon;august 2018
eleonora276;stockholm, suede;135;30;50;august 26 2018;grand can by helicopter ðŸš;july 2018
joris l;anvers, belgique;41;3;50;august 26 2018;breathtaking views;april 2018
crimike07;astoria, etat de new york;17;6;50;august 24 2018;freaking beautiful;july 2018
pandp2006;londres, royaume uni;79;46;50;august 24 2018;breathtaking   not too crowded;august 2018
nicola d;hessle, royaume uni;954;467;50;august 23 2018;truly breathtaking;june 2018
tony m;malta;552;336;50;august 23 2018;took our breath away;august 2018
auriserrano;bella vista, arkansas;226;50;50;august 22 2018;beyond words a gem of beauty with no words to describe it;august 2018
fitzid;stockport, royaume uni;93;48;50;august 21 2018;fabulous views;august 2018
jennying;bangor, royaume uni;85;102;50;august 21 2018;breathtaking;april 2018
mfoss31;wesley chapel, floride;125;38;50;august 20 2018;beautiful;july 2018
stlove2travel;prescott, arizona;20;18;50;august 20 2018;breathtaking no matters how many times you go;august 2018
lakesrivers;fond du lac, wisconsin;8;1;40;august 20 2018;beautiful views of the south rim;august 2018
croziereights;newberg, oregon;80;39;30;august 20 2018;hard to have fun when drivers yell;august 2018
charlie b;north reading, massachusetts;75;17;50;august 19 2018;breath taking;june 2018
warlocke;irving, texas;130;149;50;august 19 2018;grandest of all;june 2018
joenathan9249;saint paul, minnesota;1802;988;50;august 19 2018;truly one of the eight wonders of the world;august 2018
bertrand w;utrecht, pays bas;84;20;40;august 19 2018;nice walk, especially when you are sad;august 2018
paulbl581gh;st. albans, royaume uni;58;34;50;august 18 2018;a reminder that memory is the best camera;august 2018
tw0r0cks;readfield, maine;3;2;50;august 18 2018;geologic tour;august 2018
sskidmore71;cleburne, texas;9;2;50;august 18 2018;beautiful;august 2018
lisahutch16;bradenton, floride;57;9;50;august 18 2018;amazing;august 2018
rami a;tel aviv, israel;524;219;40;august 18 2018;spectacular views;april 2018
sharlettas;district heights, maryland;13;3;50;august 18 2018;excellent;august 2018
fluffypolite;wirral;94;78;50;august 18 2018;amazing every time;august 2018
eakirk;southwick, massachusetts;37;19;50;august 17 2018;a must do   bucket list item check;august 2018
2torontotraveller;toronto, canada;1202;614;50;august 17 2018;great facilities for an enjoyable visit;august 2018
chereceh;land o lakes, floride;6;2;50;august 17 2018;beyond belief;august 2018
mamabear135;grand rapids, michigan;43;26;50;august 16 2018;stay at least 1 night at a grand canyon hotel;august 2018
loveagreatbnb;lambertville, new jersey;337;196;50;august 16 2018;beautiful, but a lot of smoke in the canyon afternoon of august 13 through day of august 14;august 2018
thangam m;chennai;197;610;50;august 16 2018;the canyon had a big surprise for us;may 2018
confidence f;india;55;27;10;august 16 2018;grand canyon not so grand for indians;august 2018
b5804xtmarkg;tignes, france;36;7;50;august 16 2018;simply jaw dropping;august 2018
richellec332;langley, canada;111;34;50;august 16 2018;surreal ;august 2018
s w;los angeles, california;32;28;50;august 16 2018;need all day to see each sections of south rim;june 2018
markh ws;winston salem, caroline du nord;521;155;50;august 16 2018;splendid each time i see it....;august 2018
608beverleyb;stourport on severn, royaume uni;184;94;50;august 16 2018;what a place.....;august 2018
marqanthony;hartford, connecticut;15;159;50;august 15 2018;another world;april 2018
diegoben;bologne, italie;93;45;50;august 15 2018;it takes your breath away;august 2018
deedee38;philadelphie, pennsylvanie;156;42;50;august 15 2018;love it;august 2018
2seniorcitizens;sayre, pa;400;188;50;august 15 2018;just breathtaking;august 2018
1234col;sydney, australie;377;122;50;august 14 2018;wonderful but crowded;june 2018
lisahartok;hobart, oklahoma;5;1;50;august 14 2018;bucket list;august 2018
kirkwanna;seymour, tennessee;19;8;50;august 14 2018;so beautiful 2018 epic vacation;august 2018
ann m;burton upon trent, royaume uni;807;383;50;august 13 2018;early morning walk;august 2018
amik2;beaumont, texas;150;57;50;august 13 2018;stunning views;july 2018
douglasw766;sweetwater, tennessee;322;75;50;august 13 2018;breath taking;august 2018
craig g;new plymouth, taranaki, new zealand;45;13;50;august 12 2018;awesome;august 2018
legodude1983;maassluis, pays bas;74;27;50;august 12 2018;worth the visit;august 2018
noreenm87;poughkeepsie, etat de new york;480;165;50;august 11 2018;everyone should see this remarkable place;july 2018
362keithf;ecosse, royaume uni;421;220;50;august 11 2018;don t miss it;july 2018
183katrinah;oxford, royaume uni;157;60;50;august 10 2018;grand is the only suitable word;august 2018
deb d;frankston, australie;8;9;50;august 10 2018;soul revival;july 2018
ct2323;vail, arizona;92;12;50;august 9 2018;some of the best views around;august 2018
stay home mom pa;cowansville, pennsylvanie;156;82;40;august 9 2018;bucket list;june 2018
traveler_in_a_making;pittsfield, massachusetts;8;1;50;august 9 2018;a natural wonder;march 2018
hester2018;sloten, pays bas;211;86;50;august 9 2018;must see;august 2018
bama7565;birmingham, alabama;20;4;50;august 8 2018;wow beautiful;april 2018
martyjustice;fort worth, texas;44;39;50;august 8 2018;unbelievable;april 2018
dilbertr;norwich, royaume uni;162;65;50;august 8 2018;words escape me;august 2018
rebeccablasdel;mountain home, arkansas;40;7;50;august 8 2018;oh my;august 2018
disfan79;sheboygan, wisconsin;66;34;50;august 8 2018;very well done national park;july 2018
dannywasserman;virginia beach, virginie;1424;350;50;august 7 2018;an amazing canyon of enormous proportion ;july 2018
carrapicho710;orem, utah;13;1;50;august 7 2018;breathtaking views;july 2018
margaret o;wakefield, royaume uni;58;53;50;august 7 2018;well organised area.;july 2018
traveleryoyo;prague, republique tcheque;14;3;50;august 7 2018;amazing view you can t catch in a picture.;august 2018
jdehart;waynesville, caroline du nord;136;51;50;august 6 2018;amazing, photos can t capture this beauty, must see;july 2018
traveler03newyork;new york;29;11;40;august 6 2018;amazing views;april 2018
vamotorcyclecouple;hampton, virginie;79;40;50;august 6 2018;beautiful;july 2018
47bethm;wasilla, alaska;91;21;50;august 6 2018;spectacular;august 2018
paulnf2168le;jacksonville, united states;17;6;50;august 6 2018;magnificent place to visit.;april 2018
qisiang r;melbourne, australie;116;41;50;august 6 2018;no superlative needed for this place 5 5;june 2018
david_d_rbm;alcala de henares, espagne;43;23;50;august 6 2018;amazing;august 2018
kevinly1011gt;tiny, canada;145;54;30;august 5 2018;pictures don t do it justice;august 2018
nirihak;san francisco, californie;28;5;50;august 5 2018;canyon with seniors;july 2018
jane23121958;selby, royaume uni;114;70;50;august 5 2018;amazing;august 2018
owster101;toronto, canada;1;3;10;august 5 2018;meh;august 2018
dialla k;dar es salaam, tanzanie;169;112;50;august 4 2018;something you must see at least once in your life time;august 2018
minnewaskagirl;sedona, arizona;18;4;50;august 3 2018;sublime beauty;may 2018
920briand;phoenix, arizona;121;28;30;august 2 2018;go north instead.;august 2018
tanya10;australia;42;20;40;august 1 2018;toilets were disgusting;july 2018
hainesca;newton, kansas;10;13;50;july 31 2018;amazing vacation and breathtaking views;july 2018
txtrans;tomball, texas;79;37;50;july 31 2018;so very worth it;july 2018
paul sara c;south dennis, massachusetts;76;64;50;july 30 2018;how can you not rate the grand canyon a 5;march 2018
elizabeth c;milwaukee, wisconsin;216;62;50;july 30 2018;the grand canyon  indeed grand;june 2018
bobandgwen699;elgin, illinois;20;9;50;july 30 2018;hiking the south rim of grand canyon   great for the whole family;july 2018
nwklee62;gaithersburg, maryland;39;5;50;july 30 2018;love the mountain s view ;july 2018
ashnjo;stourbridge, royaume uni;105;36;50;july 29 2018;breathtakingly beautiful;july 2018
bwhalen42;south lyon, michigan;34;15;40;july 28 2018;is there a bad view;june 2018
didiernivelles;nivelles, belgique;381;141;50;july 28 2018;impressive;july 2018
heatherw165;st. johns, floride;9;19;50;july 27 2018;so beautiful it loos fake;july 2018
marliesr_12;tienhoven, pays bas;80;73;40;july 27 2018;again impressive;may 2018
meganlucas09;broken arrow, oklahoma;31;24;50;july 25 2018;get there early;july 2018
rodjin;ningbo, chine;110;20;50;july 25 2018;a walk through time;july 2018
665dirkb;krefeld, allemagne;38;50;50;july 25 2018;mega ;july 2018
travelinman2008;maryland;113;77;50;july 25 2018;great place to stop;july 2018
ralfiboi;hudson, floride;24;15;50;july 25 2018;should be on everyone s bucket list;may 2018
ginamiller0763;krum, texas;222;77;50;july 24 2018;awesome of course;july 2018
anneiversen;dubai, emirats arabes unis;34;47;50;july 24 2018;grand canyon;july 2018
kristao189;madison, wisconsin;12;16;50;july 23 2018;grand canyon review;april 2018
agaphoto;new york, etat de new york;37;8;40;july 23 2018;beautiful but crowded;july 2018
sakflva;arlington, virginie;651;236;50;july 23 2018;wonderful place to see the gc;july 2018
mistyschulz;woodburn, oregon;214;98;50;july 23 2018;sunset at the grand canyon;july 2018
muffin68;melbourne;51;28;50;july 23 2018;glad we went;july 2018
977karia;deforest, wisconsin;105;49;50;july 23 2018;beautiful;july 2018
susanb22;orchard park, etat de new york;90;160;50;july 22 2018;breathtaking;july 2018
wntrfairy;burlington, etat de washington;212;51;50;july 22 2018;beautiful view points;july 2018
reribh;los angeles, californie;6;10;50;july 22 2018;the grand canyon  truly grand;june 2018
helensims61;wark, royaume uni;243;108;40;july 22 2018;great views;april 2018
899karenv;clinton, new jersey;16;5;50;july 22 2018;perfect day;july 2018
always_fantastico;rome, italie;103;94;50;july 21 2018;fantastico;june 2018
marlaina g;californie;5;2;50;july 21 2018;not overrated;april 2018
408irenek;birmingham, michigan;248;59;50;july 20 2018;incredible;july 2018
lottie03;littleborough, royaume uni;435;260;50;july 20 2018;awestruck;july 2018
sinbadthesailor72;assise, italie;77;53;50;july 20 2018;grand canyon;july 2018
by_his_grace;richmond, va, usa;550;141;50;july 19 2018;great visit;july 2018
reigo;seattle, etat de washington;284;183;50;july 19 2018;wow must see;july 2018
mikez428;north kingstown, rhode island;385;183;40;july 19 2018;beautiful;july 2018
ldavidmarquet;tampa, floride;1124;422;50;july 18 2018;it s amazing;july 2018
cathlynn m;johannesburg, afrique du sud;32;15;50;july 18 2018;magnificent views   bucket list;july 2018
bangkoksachse;bangkok, thailande;1393;517;50;july 18 2018;wonderful;july 2018
northtxrealtor;dallas, texas;69;30;50;july 17 2018;amazing;march 2018
angelo235;yuma, arizona;164;100;50;july 17 2018;it s a must;july 2018
996alp;miami, floride;62;13;50;july 17 2018;awesome site from mother nature;july 2018
839iaina;kirkcaldy, royaume uni;492;198;50;july 16 2018;stunning;june 2018
angiedj62;richmond, virginie;4;3;20;july 16 2018;the grand canyon was great but the driver made it unpleasant;july 2018
lvtrvlnow;lake elsinore, californie;91;25;50;july 16 2018;grand canyon;july 2018
gaftoo1;greensboro, caroline du nord;10;8;50;july 16 2018;stunning. i ve been around the world. this place is stunning;june 2018
seashll59;indiana;157;93;50;july 16 2018;amazing0;july 2018
nikolaik;pittsburgh, pennsylvanie;302;147;50;july 15 2018;crowds not as bad as expected on july 4;july 2018
neluv05;aubrey, texas;134;46;50;july 14 2018;natural wonder of the world;july 2018
ricwarcup;bingley, royaume uni;14;10;50;july 14 2018;grand canyon national park 2018;may 2018
abraham f;philadelphie, pennsylvanie;87;28;50;july 14 2018;god s unyielding power of creation and beauty ;july 2018
aliciaburge;seymour, illinois;246;122;50;july 14 2018;wow;july 2018
dt8888;singapore;246;136;50;july 13 2018;mind boggling;july 2018
carribbean l;huntington, etat de new york;68;59;50;july 13 2018;its the grand canyon;june 2018
k5509xsandyl;shannon, irlande;129;71;50;july 13 2018;unreal experience;july 2018
angelasu4517jv;anna, texas;144;44;50;july 12 2018;beautiful;july 2018
jodilynn3;st. simons island, ga;12;30;50;july 12 2018;day trip from las vegas do it;january 2018
good food and good v;new york, etat de new york;65;38;50;july 12 2018;bucket list gem;june 2018
rick c;prescott valley, arizona;363;149;50;july 12 2018;just incredible ;july 2018
126paulinec;bolingbrook, illinois, united states;105;28;40;july 12 2018;enter from cameron;july 2018
travelalot963;michigan;308;128;50;july 12 2018;this national park is indescribable;june 2018
vickitoria;oklahoma city, oklahoma;74;30;50;july 11 2018;words and pictures cannot do it justice.;july 2018
413brandit;blackshear, georgie;366;93;50;july 11 2018;beautiful views;april 2018
denise9919;costa mesa, californie;7;0;50;july 11 2018;get away;march 2018
jamielynn33;louisiana s cajun bayou, louisiane;29;3;50;july 11 2018;beautiful;july 2018
sgraziosi;montreal, canada;67;13;50;july 11 2018;amazing breathtaking;april 2018
herorog;atlanta, georgie;11;6;50;july 10 2018;must see national park;june 2018
sdoriginal78;san diego, californie;14;15;50;july 10 2018;breathtaking views;july 2018
frankdk5797jr;concord, new hampshire;597;172;50;july 10 2018;perfect for a day visit;june 2018
336andye;fishers, indiana;24;43;50;july 10 2018;view from south rim;july 2018
santaklaus17;greater melbourne, australie;21;3;50;july 10 2018;only being there, you can see the size.;june 2018
mark a b;oil city, united states;7;11;50;july 10 2018;west 18;july 2018
mariemom11;floride;37;19;50;july 10 2018;stunning;june 2018
635loric;calgary, canada;50;24;50;july 10 2018;day trip;july 2018
bev2880;lichfield, royaume uni;14;43;50;july 10 2018;natural beauty, natural wonder;july 2018
ciuri2018;miami, floride;3;0;50;july 10 2018;wow beautiful;june 2018
doonhamer;borgue, royaume uni;327;198;50;july 10 2018;cannot miss it;july 2018
chirstopherjones;sacramento, californie;51;44;50;july 10 2018;spectacular views;july 2018
tiffish;georgia;26;18;50;july 9 2018;yup, it s big.;june 2018
debra p;sumter, caroline du sud;12;3;50;july 9 2018;one of the biggest creations of mother nature;july 2018
david r;escondido, californie;17;2;50;july 9 2018;must see great shuttles get you around the rim very fast;july 2018
sandy c;lynbrook, etat de new york;102;173;50;july 9 2018;if time is an issue, do the hermit s rest bus loop;june 2018
mwikali2015;dubai, emirats arabes unis;145;54;50;july 9 2018;breath taking amazing views;july 2018
peterallas1;walnut creek, californie;4;1;40;july 9 2018;worth the drive grand canyon;june 2018
ronniel852;hollywood, floride;10;5;50;july 9 2018;amazing;july 2018
795theresaz;gilbert, arizona;40;52;50;july 9 2018;a world renowned attraction;july 2018
fayew323;atlanta, georgie;58;31;50;july 9 2018;beautiful area very much enjoyed our first visit;july 2018
rb_advisor;los angeles, californie;144;130;50;july 9 2018;the most visited rim of the grand canyon;march 2018
badger27;wisconsin dells, wisconsin;143;49;50;july 8 2018;breathtaking an absolute must see;april 2018
barbara h;franklin, caroline du nord;213;69;50;july 8 2018;always awesome;june 2018
sruthp;duarte, californie;88;68;50;july 8 2018;nice walk;july 2018
jpthehp;greeley, colorado;29;6;50;july 8 2018;30th birthday;june 2018
golf_girl_tx;porter, texas;56;63;50;july 8 2018;perfection;july 2018
justtraveling_12;brownsville,tx;161;44;50;july 7 2018;family summer trip;july 2018
20raelobo;bombay, inde;31;12;50;july 7 2018;best experience;july 2018
k9903xfjasons;lumberton, texas;14;5;50;july 7 2018;pictures don t do it justice;july 2018
cheryl m;olympia, etat de washington;17;6;50;july 6 2018;wonderful trip;june 2018
scarmeline;kandy, sri lanka;38;7;50;july 6 2018;this should be on your bucket list;june 2018
sarap205;san antonio, texas;63;15;50;july 6 2018;what can even be said.....;march 2018
rtjjeda7;buffalo prairie, il;71;20;50;july 6 2018;breath taking;july 2018
holidaywhisperers;manchester, royaume uni;93;76;50;july 5 2018;incredible art by nature;july 2018
edvh81;midlothian, virginie;219;95;50;july 5 2018;epic;june 2018
pedro00;kinross, royaume uni;335;158;50;july 5 2018;truly awesome;july 2018
mflei099;toronto, canada;58;23;50;july 4 2018;never thought a huge hole in the ground could be so amazing;june 2018
tntravelers15;nashville, tennessee;20;4;50;july 4 2018;spectacular views;june 2018
jmwd83;york, pennsylvanie;13;2;40;july 4 2018;its the grand canyon;june 2018
sajmom4;houston, texas;18;4;50;july 4 2018;it s a must visit view beautiful, you will never forget it;june 2018
ericsg28td;kingsville, maryland;208;109;50;july 4 2018;first time for kids and mother in law;july 2018
michellegd9641hq;houston, texas;27;18;50;july 4 2018;las vegas to south rim 4 hours 22 minutes yes;july 2018
oandrieiev;seoul, coree du sud;19;28;50;july 4 2018;best part of my las vegas experience;january 2018
mikemc33;joplin, missouri;82;31;40;july 4 2018;worth it;july 2018
nathalien515;chesapeake, virginie;146;85;50;july 4 2018;must visit very convenient shuttle service;july 2018
wilma f;naples, floride;132;150;50;july 3 2018;should be on your bucket list and don t forget the binoculars;july 2018
tami2525;morristown, indiana;21;4;50;july 3 2018;great experience;june 2018
samerer;fort lauderdale, floride;127;55;50;july 3 2018;blaze the trail;july 2018
nevswim;rochdale, royaume uni;632;304;50;july 3 2018;truly an open mouth experience;june 2018
connorfoz;kingsley, royaume uni;20;29;50;july 3 2018;stunning;february 2018
dormart;devon, royaume uni;358;215;50;july 3 2018;nature at its most breathtaking;june 2018
wheelswillroll;weatogue, connecticut;128;34;50;july 3 2018;lovely;july 2018
tntraveler62;tennessee;191;47;40;july 3 2018;beautiful;july 2018
reneem108;monterey, california, usa;140;81;50;july 3 2018;sunrise is worth it;july 2018
scott n;dublin, california, united states;77;35;50;july 3 2018;desert tower watch was my favorite view;june 2018
